"account_id","customer_id","tenure_months","num_referrals","has_internet_service","internet_type","has_unlimited_data","has_phone_service","has_multiple_lines","has_premium_tech_support","has_online_security","has_online_backup","has_device_protection","contract_type","paperless_billing","payment_method"
"ASXN-EPDHL","2955-PSXOE",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"ATAO-SFZZG","4315-MURBD",12,0,"Yes","Cable","Yes","Yes","No","Yes","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"ATCR-QWVQJ","4190-MFLUW",10,6,"Yes","Cable","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","No","Credit Card"
"ATEU-TRKUG","6901-GOGZG",60,0,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal"
"ATFS-SERTR","8328-SKJNO",23,0,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","No","One Year","No","Bank Withdrawal"
"ATGU-QWRKY","7392-YYPYJ",22,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"ATHM-DDARH","6849-OYAMU",19,1,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","One Year","No","Bank Withdrawal"
"ATHR-AHIKP","8382-SHQEH",8,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"ATLQ-YOEET","5688-KZTSN",15,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"ATMF-DSTDZ","9142-XMYJH",29,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"ATQQ-SJVWJ","4254-QPEDE",52,3,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"ATTL-MTFPK","5696-JVVQY",48,1,"Yes","DSL","No","Yes","No","No","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"ATVC-VLNMV","9039-ZVJDC",3,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"ATYW-PSFEO","7139-JZFVG",60,7,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"AUEA-GWKYJ","3987-KQDDU",9,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Month-to-Month","No","Bank Withdrawal"
"AUHC-YIGIL","3733-LSYCE",15,6,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"AUKN-EKGYO","2072-ZVJJX",68,5,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"AUNJ-EMNUF","7777-UNYHB",12,3,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"AUVC-CVWLX","0060-FUALY",59,4,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"AVAH-KVLZW","4505-EXZHB",6,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal"
"AVAQ-OETUB","3522-CDKHF",32,6,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AVGK-WVETB","6072-NUQCB",22,1,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"AVGM-DWSCS","5208-FVQKB",70,7,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No","Two Year","No","Credit Card"
"AVGM-WSWSR","0596-BQCEQ",62,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"AVGO-DCVES","1078-TDCRN",3,7,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"AVGP-PBYUQ","4827-DPADN",72,3,"Yes","Cable","No","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal"
"AVGW-INZDN","9139-TWBAS",26,10,"Yes","Cable","No","No","No","No","Yes","Yes","Yes","One Year","No","Bank Withdrawal"
"AVJD-EICRB","1877-HKBQX",11,0,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","No","One Year","Yes","Mailed Check"
"AVJV-TAIFQ","9541-ZPSEA",68,8,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","Two Year","No","Credit Card"
"AVNF-ALCVL","6432-TWQLB",5,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"AVNK-ZHMED","5248-KWLAR",71,1,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"AVUC-QTIFM","0674-EYYZV",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AVWB-HVPXC","6689-VRRTK",44,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Credit Card"
"AVXS-EDFMO","6738-ISCBM",44,0,"Yes","Cable","Yes","No","No","No","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"AVYN-DGJBS","6713-OKOMC",10,0,"Yes","DSL","Yes","No","No","No","Yes","No","No","Month-to-Month","No","Mailed Check"
"AVZR-YEIHL","4385-GZQXV",16,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AWCD-JIOTX","2267-WTPYD",57,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","No","Credit Card"
"AWDI-XRVCT","5609-CEBID",20,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"AWGX-HLHWT","5014-WUQMG",47,1,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal"
"AWIE-QOHNK","9025-ZRPVR",9,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"AWKP-AMEVV","3871-IKPYH",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"AWMK-IQPIF","8903-WMRNW",15,8,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","Month-to-Month","No","Bank Withdrawal"
"AWOF-FNFOH","3544-FBCAS",72,4,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"AWQD-JCOYW","4137-BTIKL",2,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","No","Credit Card"
"AWQF-OYJHM","9436-ZBZCT",14,0,"Yes","Cable","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AWQO-ZSMOL","9227-UAQFT",16,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Mailed Check"
"AWSX-REUYW","7710-JSYOA",69,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","Two Year","Yes","Bank Withdrawal"
"AWTI-ZMWKJ","6464-KEXXH",8,0,"Yes","Cable","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"AWTU-WCJMS","0967-BMLBD",11,8,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"AWXY-GSFCM","8034-RYTVV",55,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","One Year","Yes","Credit Card"
"AWZC-IUCWU","3627-FHKBK",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Month-to-Month","No","Mailed Check"
"AXAL-YHRBL","1171-TYKUR",47,1,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"AXCN-COBFZ","3154-HMWUU",60,9,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"AXEJ-XVQFX","7537-RBWEA",1,0,"Yes","Cable","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"AXFR-QWPFD","1241-FPMOF",52,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"AXHE-KTVGM","0557-ASKVU",18,2,"Yes","Cable","Yes","Yes","No","Yes","No","No","Yes","One Year","Yes","Credit Card"
"AXIL-BHOJG","8456-QDAVC",19,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AXJE-GOQZI","6732-VAILE",70,10,"Yes","Cable","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Credit Card"
"AXJM-CETKE","5906-BFOZT",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"AXPE-PUKUR","2325-NBPZG",3,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AXQC-PDIWJ","6051-PTVNS",55,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"AXQR-DSXGC","9367-WXLCH",8,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"AXSL-XXULF","5998-VVEJY",26,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AXXS-XDEFL","7660-HDPJV",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AYAX-CVSQV","8559-WNQZS",1,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"AYBO-DMVWT","0378-TOVMS",3,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Month-to-Month","No","Bank Withdrawal"
"AYDF-TQZHT","9659-QEQSY",45,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"AYEN-HFPWT","7654-YWJUF",43,6,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"AYHI-XUYMV","1453-RZFON",1,0,"Yes","Cable","Yes","Yes","No","No","Yes","No","No","Month-to-Month","No","Credit Card"
"AYIR-JFIQJ","5440-FLBQG",69,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"AYIV-MIGQO","1125-SNVCK",49,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"AYLM-DKQGY","5884-FBCTL",72,4,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"AYMD-DVNWH","4024-CSNBY",72,8,"Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"AYPM-JFUDZ","0793-TWELN",4,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AYTJ-PGIRY","1110-KYLGQ",63,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card"
"AYUF-ZKGTF","3038-PQIUY",38,0,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"AYUM-HBREB","8087-LGYHQ",9,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"AYXY-YUILU","0587-DMGBH",8,0,"Yes","Cable","No","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"AZAT-PCPYL","3758-CKOQL",59,7,"Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card"
"AZCP-QIIOJ","0902-RFHOF",38,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"AZEI-TPCKG","1091-SOZGA",56,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","One Year","Yes","Credit Card"
"AZGK-DCOTP","5018-HEKFO",10,0,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card"
"AZIB-AHJTK","4547-LYTDD",16,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"AZIC-HXGDW","3913-FCUUW",72,8,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"AZIR-HRLWN","9103-CXVOK",1,8,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"AZKJ-IDCJI","6260-XLACS",4,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"AZOC-FJGRE","6838-YAUVY",54,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"AZOP-YUSGE","5275-PMFUT",72,9,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"AZQB-IPFTC","5701-SVCWR",1,0,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"AZSF-KLNAX","7560-QJAVJ",70,0,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","Two Year","No","Bank Withdrawal"
"AZUV-ZEIEV","4203-QGNZA",28,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"AZYM-MYEHP","1763-KUAAW",18,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"BABQ-EWXNK","9050-QLROH",18,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"BACM-PQLFS","3745-HRPHI",66,0,"Yes","DSL","Yes","No","No","Yes","No","No","Yes","Two Year","No","Bank Withdrawal"
"BAOL-XKIMG","2038-OEQZH",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal"
"BARX-QCBBR","5038-ETMLM",72,10,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"BAUZ-IHVDN","5919-TMRGD",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BAVR-NJAUC","8372-JUXUI",1,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BAXS-XJFZX","0840-DFEZH",7,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BAXX-FKBHP","6289-CPNLD",33,3,"Yes","DSL","Yes","Yes","No","Yes","No","No","Yes","One Year","Yes","Mailed Check"
"BAYK-ZYIDG","6005-OBZPH",26,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"BBEX-XWMEP","8348-JLBUG",64,5,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","One Year","No","Credit Card"
"BBFZ-HQCWW","3174-AKMAS",46,1,"Yes","DSL","Yes","Yes","No","Yes","No","Yes","No","Two Year","Yes","Credit Card"
"BBIO-PWGIS","5419-CONWX",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Month-to-Month","Yes","Credit Card"
"BBJG-SXWMM","2722-JMONI",1,1,"Yes","Cable","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BBMS-RVWSA","7029-RPUAV",17,1,"Yes","Cable","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"BBVR-TUZSR","1599-MMYRQ",62,1,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","One Year","Yes","Credit Card"
"BBWH-EOLWD","9782-LGXMC",49,6,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","Month-to-Month","No","Bank Withdrawal"
"BCEY-LBHMU","7266-GSSJX",11,3,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BCLO-HESNV","8331-ZXFOE",58,0,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card"
"BCLZ-TQOTG","3315-TOTBP",15,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Mailed Check"
"BCSW-PRSTA","1867-TJHTS",58,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BCSZ-CEGOK","5227-JSCFE",71,9,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"BCTM-VXGOD","7396-VJUZB",4,8,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"BCXA-GYKLK","8999-XXGNS",72,7,"Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","Yes","One Year","Yes","Credit Card"
"BCXG-UZDNQ","9503-XJUME",52,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"BDBO-CHVUQ","7273-TEFQD",3,0,"Yes","DSL","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"BDBT-JCLKS","3669-LVWZB",5,0,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","Yes","Mailed Check"
"BDBU-LHVIV","7446-SFAOA",37,8,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"BDFV-JZYNS","2905-KFQUV",2,9,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"BDGO-JVRIE","5087-SUURX",18,1,"Yes","Cable","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"BDHY-QZLQF","3486-KHMLI",21,0,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"BDMF-IFXDM","8861-HGGKB",10,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"BDML-SQQDA","7311-MQJCH",5,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"BDRX-EOAIX","2606-RMDHZ",6,0,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"BDTL-BZSAD","1020-JPQOW",56,1,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"BDUN-BTGTO","4057-FKCZK",58,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"BDUO-YMIGR","9317-WZPGV",2,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BDWQ-NQUFT","5609-IMCGG",15,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","Month-to-Month","Yes","Credit Card"
"BEHP-HFXUN","8062-YBDOE",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BEKO-PMTVZ","5583-SXDAG",1,1,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"BENL-FXCOY","1223-UNPKS",20,4,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"BEYY-QFSSU","8276-MQBYC",51,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"BEZE-SCNBG","5630-IXDXV",47,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"BFBG-BPIJS","8058-DMYRU",54,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Two Year","Yes","Bank Withdrawal"
"BFBH-OMPIQ","0361-HJRDX",68,0,"Yes","DSL","No","No","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"BFEP-UQYOZ","8311-UEUAB",67,5,"Yes","DSL","Yes","Yes","Yes","No","Yes","No","No","Two Year","Yes","Bank Withdrawal"
"BFEX-DRJYH","5724-BIDBU",49,3,"Yes","Cable","Yes","Yes","Yes","No","Yes","No","No","One Year","Yes","Bank Withdrawal"
"BFGJ-DRVTS","2868-SNELZ",2,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Credit Card"
"BFIN-DLMOA","0013-EXCHZ",3,3,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"BFJS-ZFYYC","8084-OIVBS",11,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"BFQX-WKKZG","7672-VFMXZ",57,6,"Yes","Cable","Yes","Yes","No","Yes","Yes","No","No","Month-to-Month","No","Bank Withdrawal"
"BFVJ-LKHRD","0239-OXEXL",46,0,"Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","No","Month-to-Month","No","Credit Card"
"BFVO-MQAFX","7643-RCHXS",63,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"BFWR-SBYVP","0270-THENM",72,1,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"BFXS-GLFND","4751-ERMAN",72,7,"Yes","Cable","Yes","Yes","No","No","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"BFZE-XEUXK","6176-YJWAS",72,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"BGAJ-CQVYI","8748-HFWBO",19,2,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"BGDU-PQWZT","0749-IRGQE",13,5,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"BGEL-IEOKC","9842-EFSYY",4,0,"Yes","Cable","Yes","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card"
"BGGG-IEJJO","9715-SBVSU",14,3,"Yes","DSL","No","Yes","No","No","Yes","Yes","No","Two Year","Yes","Bank Withdrawal"
"BGHH-BKAHS","2545-LXYVJ",72,1,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"BGJO-TDPGX","9945-PSVIP",25,3,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"BGJQ-NRRIG","3400-ESFUW",55,1,"Yes","DSL","No","Yes","No","Yes","Yes","Yes","No","Two Year","No","Bank Withdrawal"
"BGND-YHBUX","1803-BGNBD",12,0,"Yes","DSL","No","Yes","No","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"BGNN-ZMVSA","7663-YJHSN",72,10,"Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"BGOQ-UWRFH","0618-XWMSS",28,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BGPQ-JOKFI","6654-QGBZZ",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"BGQD-IKCWV","6559-RAKOZ",49,7,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","One Year","Yes","Bank Withdrawal"
"BGQK-EKMZM","3870-MQAMG",54,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","One Year","No","Bank Withdrawal"
"BGRY-XBZGD","4706-AXVKM",11,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card"
"BGTL-UTPCW","1051-EQPZR",44,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"BGTW-BPGYP","2632-IVXVF",68,3,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","No","Credit Card"
"BGXD-WASXX","2495-TTHBQ",4,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"BGXQ-ZWGVD","9659-ZTWSM",66,7,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"BHAT-GNBDD","4328-VUFWD",39,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","No","One Year","No","Bank Withdrawal"
"BHAY-JQVJP","7014-ZZXAW",71,1,"No","None","No","Yes","Yes","No","No","No","No","Two Year","Yes","Credit Card"
"BHEM-ZUNAO","0584-BJQGZ",25,0,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"BHHC-KRKQR","0218-QNVAS",71,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","One Year","No","Bank Withdrawal"
"BHHU-KCZTA","9953-ZMKSM",63,0,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Mailed Check"
"BHMF-AOPSE","2684-EIWEO",30,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card"
"BHPA-FSIHA","9691-HKOVS",55,8,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal"
"BHSV-LIGOA","7841-TZDMQ",2,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"BHWB-YISJF","0804-XBFBV",11,0,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"BHYD-ZUFSW","6447-GORXK",31,0,"Yes","Cable","Yes","No","No","No","No","No","No","Month-to-Month","No","Credit Card"
"BIAD-TLLSN","8961-QDZZJ",57,3,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","One Year","Yes","Bank Withdrawal"
"BIDP-MWNWE","7752-XUSCI",60,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"BIFE-KLWPT","6128-CZOMY",1,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BIGF-XUGCS","6595-YGXIT",25,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"BINF-DZYYL","6631-HMANX",72,10,"Yes","Cable","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Credit Card"
"BINK-SFVDC","0404-SWRVG",3,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"BIOU-KRNGR","0617-FHSGK",49,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"BITP-PCLFD","6476-YHMGA",15,5,"Yes","DSL","Yes","Yes","No","Yes","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"BIWZ-QQDWX","2959-FENLU",9,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"BIZK-QCASL","5385-SUIRI",52,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"BIZU-GUGXB","9717-QEBGU",2,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
