"account_id","avg_long_distance_fee_monthly","total_long_distance_fee","avg_gb_download_monthly","stream_tv","stream_movie","stream_music","total_monthly_fee","total_charges_quarter","total_refunds"
"BEHP-HFXUN",7.23,7.23,2,"No","No","No",69.65,69.65,0.0
"BEKO-PMTVZ",19.15,19.15,18,"No","No","No",70.0,70.0,0.0
"BENL-FXCOY",3.87,77.4,0,"No","No","No",20.05,400.0,0.0
"BEYY-QFSSU",19.49,993.99,11,"Yes","Yes","No",97.8,4913.3,0.0
"BEZE-SCNBG",14.54,683.38,10,"Yes","Yes","Yes",106.35,4849.1,0.0
"BFBG-BPIJS",18.58,1003.32,14,"No","Yes","No",90.05,4931.8,0.0
"BFBH-OMPIQ",0.0,0.0,28,"Yes","Yes","Yes",64.35,4539.6,0.0
"BFEP-UQYOZ",1.36,91.12,82,"Yes","Yes","Yes",75.5,5229.45,0.0
"BFEX-DRJYH",42.19,2067.31,52,"No","No","No",55.35,2633.95,0.0
"BFGJ-DRVTS",5.32,10.64,20,"No","No","No",80.6,155.8,0.0
"BFIN-DLMOA",7.38,22.14,11,"Yes","No","No",83.9,267.4,0.0
"BFJS-ZFYYC",46.49,511.39,0,"No","No","No",20.0,211.95,0.0
"BFQX-WKKZG",15.48,882.36,15,"No","No","No",55.7,3171.6,34.59
"BFVJ-LKHRD",43.27,1990.42,21,"No","No","No",84.25,3847.6,0.0
"BFVO-MQAFX",41.84,2635.92,0,"No","No","No",19.35,1263.85,0.0
"BFWR-SBYVP",28.37,2042.64,18,"No","No","No",69.85,5102.35,25.24
"BFXS-GLFND",42.16,3035.52,18,"Yes","Yes","Yes",75.4,5480.25,0.0
"BFZE-XEUXK",38.3,2757.6,3,"Yes","No","No",97.95,7114.25,0.0
"BGAJ-CQVYI",32.47,616.93,0,"No","No","No",19.9,357.7,0.0
"BGDU-PQWZT",0.0,0.0,9,"Yes","Yes","No",45.3,528.45,0.0
"BGEL-IEOKC",0.0,0.0,52,"Yes","Yes","Yes",57.2,223.75,0.0
"BGGG-IEJJO",10.74,150.36,59,"No","Yes","Yes",61.4,815.55,0.0
"BGHH-BKAHS",21.72,1563.84,0,"No","No","No",20.7,1492.1,0.0
"BGJO-TDPGX",2.82,70.5,0,"No","No","No",18.7,383.65,0.0
"BGJQ-NRRIG",8.8,484.0,48,"No","No","No",57.55,3046.4,0.0
"BGND-YHBUX",37.63,451.56,26,"No","No","No",54.3,654.5,0.0
"BGNN-ZMVSA",44.27,3187.44,8,"Yes","No","No",103.95,7556.9,0.0
"BGOQ-UWRFH",44.28,1239.84,5,"No","No","No",74.9,2068.55,0.0
"BGPQ-JOKFI",1.5,1.5,0,"No","No","No",19.9,19.9,0.0
"BGQD-IKCWV",16.02,784.98,18,"Yes","Yes","Yes",97.95,4917.9,0.0
"BGQK-EKMZM",2.18,117.72,71,"Yes","Yes","Yes",110.35,5893.15,0.0
"BGRY-XBZGD",4.1,45.1,5,"No","Yes","No",84.8,906.85,0.0
"BGTL-UTPCW",4.17,183.48,0,"No","No","No",19.6,780.25,0.0
"BGTW-BPGYP",14.11,959.48,57,"Yes","Yes","Yes",111.75,7511.3,0.0
"BGXD-WASXX",32.15,128.6,0,"No","No","No",20.4,84.75,0.0
"BGXQ-ZWGVD",7.86,518.76,26,"Yes","Yes","No",107.35,7051.95,39.18
"BHAT-GNBDD",6.77,264.03,17,"No","Yes","Yes",59.3,2209.15,0.0
"BHAY-JQVJP",8.21,582.91,0,"No","No","No",24.25,1732.95,0.0
"BHEM-ZUNAO",28.05,701.25,85,"Yes","No","No",78.35,1837.9,0.0
"BHHC-KRKQR",28.34,2012.14,59,"Yes","Yes","Yes",100.55,7113.75,16.99
"BHHU-KCZTA",4.01,252.63,0,"No","No","No",25.25,1559.3,0.0
"BHMF-AOPSE",45.88,1376.4,19,"No","No","No",91.7,2758.15,0.0
"BHPA-FSIHA",47.46,2610.3,53,"Yes","Yes","Yes",90.15,4916.95,0.0
"BHSV-LIGOA",49.81,99.62,41,"No","No","Yes",46.0,84.5,0.0
"BHWB-YISJF",0.0,0.0,19,"No","No","No",25.2,321.05,0.0
"BHYD-ZUFSW",0.0,0.0,51,"No","No","No",25.0,789.2,22.4
"BIAD-TLLSN",42.18,2404.26,22,"Yes","Yes","Yes",95.0,5535.8,0.0
"BIDP-MWNWE",10.7,642.0,71,"Yes","Yes","Yes",105.9,6396.45,0.0
"BIFE-KLWPT",36.99,36.99,22,"No","No","No",45.65,45.65,0.0
"BIGF-XUGCS",47.66,1191.5,23,"Yes","No","No",88.95,2291.2,0.0
"BINF-DZYYL",31.15,2242.8,16,"Yes","Yes","Yes",85.45,6227.5,0.0
"BINK-SFVDC",14.6,43.8,71,"No","No","Yes",74.4,229.55,8.74
"BIOU-KRNGR",19.08,934.92,24,"No","No","No",75.2,3678.3,0.0
"BITP-PCLFD",39.77,596.55,18,"Yes","Yes","Yes",76.5,1155.6,0.0
"BIWZ-QQDWX",48.38,435.42,8,"No","Yes","Yes",85.3,781.4,0.0
"BIZK-QCASL",37.6,1955.2,23,"Yes","Yes","Yes",104.2,5568.35,0.0
"BIZU-GUGXB",1.57,3.14,26,"No","No","No",70.3,144.0,0.0
"BJAP-TQPXZ",15.35,1105.2,41,"Yes","Yes","Yes",86.4,6058.95,0.0
"BJBY-FEEEK",48.12,2839.08,51,"Yes","Yes","Yes",111.35,6519.75,0.0
"BJEX-TSAWJ",39.17,509.21,10,"No","No","No",70.15,931.75,0.0
"BJFL-PFNQE",16.65,1082.25,5,"Yes","Yes","Yes",103.15,6792.45,0.0
"BJFY-WMJND",4.7,291.4,28,"Yes","Yes","Yes",84.95,5150.55,4.68
"BJJT-UZAQS",16.24,1153.04,59,"Yes","Yes","Yes",73.35,5154.5,0.0
"BJOI-KZGAQ",3.79,212.24,14,"Yes","Yes","Yes",89.7,4952.95,41.66
"BJOJ-RZBOM",42.36,3049.92,0,"No","No","No",20.25,1566.9,0.0
"BJQF-TWCFZ",32.57,293.13,13,"No","No","No",80.55,653.9,2.28
"BJQQ-NBEWO",8.39,461.45,52,"Yes","Yes","Yes",85.1,4657.95,0.0
"BJUF-AJZJT",25.69,1156.05,26,"Yes","No","No",73.85,3371.0,0.0
"BJYI-PDPUP",2.38,107.1,20,"Yes","No","No",98.7,4525.8,0.0
"BJZR-EJLFD",40.64,243.84,51,"No","Yes","Yes",85.95,514.6,0.0
"BKAF-VETZS",20.48,1474.56,6,"Yes","Yes","Yes",88.05,6425.65,0.0
"BKIC-SAKSP",41.66,1249.8,28,"No","Yes","Yes",94.3,2679.7,0.0
"BKMD-WFAJZ",7.64,412.56,3,"No","No","No",79.85,4308.25,0.0
"BKND-NNIVF",45.67,2146.49,3,"No","Yes","Yes",74.05,3496.3,0.0
"BKQE-MWEAH",14.35,43.05,17,"No","No","No",76.1,257.6,0.0
"BKSO-JREUU",32.33,32.33,9,"Yes","Yes","Yes",95.65,95.65,0.0
"BKVL-KFKFU",11.24,325.96,16,"No","No","No",70.75,1974.8,0.0
"BKZP-YNNIF",40.34,2057.34,9,"Yes","Yes","Yes",83.25,4089.45,0.0
"BLFR-GZJER",27.04,108.16,0,"No","No","No",20.7,83.75,0.0
"BLFU-RUDJC",43.72,131.16,21,"No","Yes","Yes",91.85,257.05,0.0
"BLIU-RKCCA",12.06,205.02,9,"No","No","No",90.2,1454.15,0.0
"BLMK-UDOMT",26.06,26.06,3,"No","No","No",75.3,75.3,0.0
"BLNH-NQOIZ",26.98,1942.56,0,"No","No","No",26.0,1776.0,0.0
"BLPU-JIKKV",36.5,2372.5,0,"No","No","No",24.75,1715.1,0.0
"BLRJ-KJCEP",42.19,2193.88,11,"No","No","No",72.95,3829.75,0.0
"BLTK-ZQSDC",33.61,2386.31,0,"No","No","No",24.45,1730.65,0.0
"BMEA-JHFIU",27.7,1385.0,28,"Yes","Yes","Yes",109.65,5551.15,0.0
"BMEW-ZTVXS",34.44,998.76,0,"No","No","No",20.2,558.8,0.0
"BMFK-UJTLP",40.92,1268.52,20,"No","No","No",87.6,2724.25,0.0
"BMFN-KAGHH",33.93,135.72,20,"No","No","No",45.9,199.75,0.0
"BMFX-GESQV",21.08,1075.08,9,"Yes","Yes","Yes",94.65,4812.75,0.0
"BMGF-BFOPI",0.0,0.0,9,"No","Yes","Yes",35.25,35.25,0.0
"BMKF-OHCHE",36.58,1829.0,23,"Yes","Yes","Yes",100.65,5189.75,0.0
"BMLN-MGLFY",0.0,0.0,10,"No","Yes","Yes",49.85,1520.1,0.0
"BMQT-SJKFP",20.8,1081.6,30,"Yes","Yes","Yes",109.3,5731.4,3.85
"BMRJ-GGAGD",0.0,0.0,30,"Yes","No","No",39.1,1309.0,0.0
"BMTS-AWJMH",0.0,0.0,6,"Yes","No","No",51.25,2151.6,0.0
"BMXQ-MBUML",24.03,1489.86,0,"No","No","No",19.2,1123.65,0.0
"BNDC-GKCIQ",28.13,1800.32,18,"Yes","Yes","Yes",100.05,6254.2,0.0
"BNKC-WKWTU",45.75,2699.25,11,"Yes","Yes","Yes",100.05,6034.85,0.0
"BNMW-VDOGX",12.71,330.46,0,"No","No","No",19.65,494.9,0.0
"BNQK-NLVWF",21.58,151.06,71,"No","No","Yes",74.65,544.55,0.0
"BNUF-NGWZQ",3.76,7.52,16,"No","No","No",74.95,151.75,0.0
"BNYY-QYCKH",0.0,0.0,69,"No","No","No",25.1,79.8,0.0
"BOBZ-USQIO",15.48,634.68,0,"No","No","No",20.45,775.6,0.0
"BOCE-YWAVJ",15.52,496.64,12,"Yes","Yes","Yes",64.85,2010.95,0.0
"BOGF-BLRTP",45.8,45.8,10,"No","No","No",69.6,69.6,0.0
"BOGT-UFGCB",48.41,3098.24,22,"No","No","No",73.55,4764.0,21.9
"BOJD-CWTTH",25.75,77.25,0,"No","No","No",19.85,63.75,0.0
"BONR-TPDVA",0.0,0.0,22,"No","Yes","Yes",35.05,35.05,0.0
"BOWT-UIQWS",24.54,883.44,5,"No","Yes","Yes",85.25,3132.75,0.0
"BPGE-FQEWV",49.74,3332.58,41,"No","Yes","Yes",65.55,4361.55,0.0
"BPIF-DTMTQ",8.48,610.56,0,"No","No","No",25.7,1937.4,0.0
"BPMN-XICPJ",39.49,2764.3,28,"Yes","Yes","No",104.8,7308.95,6.11
"BPNI-BCSPD",0.0,0.0,29,"Yes","No","No",56.6,3789.2,0.0
"BPQI-MUUDO",33.46,33.46,12,"No","No","No",69.4,69.4,0.0
"BPTL-LXLLR",41.22,535.86,82,"Yes","Yes","Yes",75.3,989.45,0.0
"BPTM-KHKYF",9.82,667.76,0,"No","No","No",25.5,1821.8,16.85
"BPUM-JRBCR",46.66,1259.82,28,"No","No","No",74.4,1972.35,0.0
"BPUM-QONQV",48.08,3413.68,51,"Yes","Yes","Yes",87.25,6328.7,0.0
"BPUU-CQDQQ",2.73,188.37,69,"No","Yes","Yes",61.45,4131.2,0.0
"BPWC-PLNSD",17.68,17.68,9,"No","No","No",55.7,55.7,0.0
"BPWF-OTTAR",1.59,71.55,19,"No","No","No",81.4,3775.85,0.0
"BQFN-CCDRW",30.87,740.88,15,"No","No","No",76.1,1712.7,0.0
"BQHV-CPKJI",15.32,1026.44,0,"No","No","No",19.95,1311.75,0.0
"BQIY-ARBCD",33.1,1257.8,0,"No","No","No",25.05,963.95,0.0
"BQNU-LVHGS",48.14,3032.82,28,"No","Yes","Yes",67.25,4234.15,0.0
"BQOQ-GCWIY",17.73,35.46,18,"No","No","No",79.2,172.85,0.0
"BQSG-DBGMC",20.27,1195.93,13,"Yes","Yes","Yes",80.1,4693.2,0.0
"BQTX-CKYRE",27.34,765.52,16,"Yes","No","No",92.9,2768.35,0.0
"BQVK-DNPWP",45.03,585.39,0,"No","No","No",19.3,259.65,35.28
"BQYK-NXZCZ",31.12,1867.2,0,"No","No","No",19.85,1128.1,0.0
"BQYS-TSNQX",38.75,620.0,16,"Yes","Yes","No",96.15,1529.2,0.0
"BRJR-OZYPM",0.0,0.0,10,"Yes","Yes","No",50.95,207.35,0.0
"BRJS-JJSHN",37.57,1991.21,15,"No","No","No",64.15,3491.55,0.0
"BRPO-FNXTZ",0.0,0.0,26,"No","Yes","No",43.3,43.3,0.0
"BRVU-RCEGA",1.7,74.8,28,"No","No","No",68.85,2958.95,0.0
"BRWY-FEWXO",0.0,0.0,53,"No","Yes","Yes",35.1,446.1,0.0
"BRZZ-DBSIA",35.18,105.54,13,"No","No","No",74.75,229.5,0.0
"BSAA-OIIZW",40.18,2571.52,30,"Yes","Yes","Yes",105.25,6823.4,23.67
"BSAF-HOCTK",23.95,1149.6,30,"No","Yes","Yes",82.05,4029.95,0.0
"BSBI-VXTRY",22.17,509.91,15,"No","Yes","Yes",90.15,2044.95,0.0
"BSFO-TTIGZ",17.37,17.37,25,"No","No","No",70.1,70.1,0.0
"BSFP-CFHWS",29.87,507.79,53,"No","No","No",66.7,1077.05,0.0
"BSGG-MXLJG",45.64,2236.36,0,"No","No","No",19.45,921.3,0.0
"BSJI-PXAJV",17.74,1224.06,0,"No","No","No",19.3,1447.9,0.0
"BSOD-LHQEZ",39.89,2672.63,19,"No","No","No",75.7,5060.85,0.0
"BSVU-PYHUH",10.26,420.66,2,"Yes","Yes","Yes",98.8,3959.15,27.09
"BSXW-LKEEP",39.56,712.08,0,"No","No","No",25.1,428.45,14.57
"BSYL-VZVCY",4.0,116.0,48,"No","Yes","Yes",89.2,2698.35,0.0
"BTAZ-GFLSO",18.42,939.42,47,"Yes","No","Yes",95.15,5000.05,0.0
"BTEK-RJUPC",36.3,1778.7,9,"Yes","Yes","Yes",94.8,4690.65,0.0
"BTGE-DYJSG",9.77,39.08,16,"No","No","No",49.4,184.4,0.0
"BTHX-GPBHH",24.63,73.89,0,"No","No","No",19.75,58.85,0.0
"BTIU-AXJJQ",35.97,1151.04,0,"No","No","No",20.55,654.55,0.0
"BTJY-YSXTR",23.12,1549.04,0,"No","No","No",20.55,1343.4,30.53
"BTLG-GUZWZ",17.43,261.45,0,"No","No","No",19.8,272.95,18.55
"BTPG-RDLXG",12.35,61.75,13,"Yes","No","No",80.1,398.55,0.0
"BTSC-UPQZQ",14.19,14.19,59,"No","No","Yes",69.6,69.6,0.0
"BTUC-OTDEX",29.29,2108.88,30,"No","Yes","Yes",82.3,5980.55,0.0
"BTUI-SBNBD",31.86,1019.52,23,"Yes","Yes","Yes",93.95,2861.45,0.0
"BTUT-SJXXQ",18.23,1093.8,11,"No","No","No",80.95,4859.1,49.53
"BTUV-NAUMX",1.08,44.28,6,"No","No","No",74.25,3089.1,0.0
"BTVE-BGNLG",0.0,0.0,27,"No","No","No",31.05,1126.35,0.0
"BTWV-SSJBK",1.64,27.88,0,"No","No","No",19.35,307.0,10.57
"BUAT-KXMKR",42.59,2683.17,85,"No","Yes","Yes",71.9,4479.2,0.0
"BUFI-JYCNR",14.22,668.34,11,"Yes","No","No",95.05,4504.55,0.0
"BUHA-ZPOVQ",46.88,234.4,59,"No","No","No",75.9,357.75,0.0
"BUKB-HOKUP",24.17,362.55,10,"No","No","No",68.6,1108.6,0.0
"BUNT-SUPXJ",0.0,0.0,19,"No","No","No",31.0,95.05,0.0
"BUQE-SLJRB",0.0,0.0,23,"No","Yes","Yes",50.95,307.6,0.0
"BUUC-QYJPQ",8.03,8.03,0,"No","No","No",19.95,19.95,0.0
"BUUS-NVYDH",20.96,1299.52,0,"No","No","No",20.05,1263.9,0.0
"BVDK-KSARZ",20.86,375.48,3,"No","No","No",49.4,874.8,0.0
"BVFG-CNYCY",49.7,1888.6,30,"Yes","No","No",94.65,3624.3,0.0
"BVGF-MOCQO",19.0,76.0,17,"Yes","Yes","Yes",94.75,422.4,0.0
"BVKG-DBZHT",44.66,2143.68,27,"Yes","No","No",69.7,3023.65,0.0
"BVMP-SVPQG",14.79,1005.72,47,"Yes","Yes","Yes",110.0,7611.85,0.0
"BVPO-TZFJL",20.63,1485.36,26,"Yes","Yes","Yes",90.8,6397.6,0.0
"BVPV-LMIVD",29.74,148.7,42,"No","No","No",82.75,417.75,0.0
"BVPX-ZNNZN",45.56,1549.04,7,"No","Yes","Yes",64.35,2053.05,46.39
"BVTA-MWIKK",30.0,2160.0,19,"Yes","Yes","Yes",92.65,6733.0,0.0
"BVTM-PHUVD",28.97,86.91,16,"No","No","No",69.6,207.4,0.0
"BVUB-IPICT",8.36,334.4,0,"No","No","No",20.15,804.85,0.0
"BVZF-UATWO",13.33,146.63,19,"Yes","No","No",79.5,868.5,0.0
"BWFJ-QVFBI",22.08,1523.52,0,"No","No","No",26.3,1763.55,0.0
"BWLC-HWELF",31.89,2264.19,30,"No","No","No",85.45,6028.95,0.0
"BWQN-HJLYV",47.45,1708.2,14,"No","Yes","Yes",63.7,2188.5,0.0
"BWSB-EVYZG",41.61,1373.13,73,"Yes","Yes","Yes",103.7,3467.0,0.0
"BWSM-XRBCI",2.87,86.1,29,"No","No","No",95.0,2852.4,0.0
"BWTE-KRKXB",20.78,457.16,0,"No","No","No",20.45,471.55,0.0
"BWXC-RAUCR",4.91,348.61,29,"Yes","Yes","Yes",114.6,8100.25,0.0
"BWXL-WXSMK",43.77,175.08,41,"No","No","Yes",44.8,176.2,0.0
"BXCH-GRRXW",0.0,0.0,22,"No","No","No",30.25,368.85,0.0
"BXDK-YQABB",7.99,271.66,76,"Yes","Yes","Yes",109.8,3587.25,0.0
"BXFF-ESMRZ",43.49,869.8,28,"No","No","No",69.8,1540.35,0.0
"BXGA-ITGTM",0.0,0.0,19,"No","No","No",30.35,678.75,0.0
"BXHS-CUUGZ",39.35,393.5,0,"No","No","No",19.6,189.45,0.0
"BXIF-SREJV",31.93,2298.96,0,"No","No","No",19.9,1529.65,0.0
"BXNY-EDAOG",14.73,603.93,82,"No","Yes","Yes",101.6,3930.55,0.0
"BXQB-OZBKQ",44.1,1455.3,22,"Yes","Yes","No",100.6,3270.25,0.0
"BXQL-PNKOM",31.13,31.13,5,"No","No","No",69.65,69.65,0.0
"BXYR-JPPYI",0.0,0.0,46,"Yes","Yes","Yes",50.6,1288.75,0.0
"BXYZ-NDDKQ",0.0,0.0,17,"No","No","No",42.1,2962.0,0.0
"BYBL-RUEFS",16.85,859.35,0,"No","No","No",24.95,1222.25,0.0
"BYDA-IWFAB",22.86,22.86,25,"No","No","No",69.8,69.8,0.0
"BYEB-VKMSD",24.04,552.92,22,"No","No","No",75.0,1778.5,0.0
"BYMQ-WVMMU",4.27,128.1,0,"No","No","No",25.35,723.3,0.0
"BYMY-ZWKSQ",0.0,0.0,48,"Yes","Yes","Yes",44.85,893.55,0.0
"BYRE-HSGAY",0.0,0.0,2,"Yes","Yes","Yes",59.3,3014.65,0.0
"BYSU-BTCTT",26.62,53.24,11,"No","No","No",44.95,85.15,0.0
"BYZQ-UMLBG",37.66,150.64,0,"No","No","No",20.35,77.5,0.0
"BYZS-LTHWI",31.77,31.77,0,"No","No","No",19.85,19.85,0.0
"BZAH-WOXZJ",2.82,95.88,2,"Yes","Yes","Yes",105.1,3634.8,0.0
"BZBM-JSUBH",2.37,170.64,0,"No","No","No",25.1,1789.9,0.0
"BZEK-XKPPH",16.59,199.08,0,"No","No","No",20.05,267.0,0.0
"BZGL-VZGTA",15.5,31.0,12,"No","No","No",45.0,89.75,0.0
"BZKD-AMQWM",39.74,1192.2,22,"Yes","Yes","Yes",100.05,3046.15,0.0
"BZLI-NATDG",47.28,236.4,11,"No","No","No",81.0,371.65,40.64
"BZNF-UVPAW",38.74,1627.08,0,"No","No","No",19.8,849.9,0.0
"BZSV-JSMGZ",0.0,0.0,22,"No","No","No",29.2,98.5,0.0
"BZUV-DQUGG",23.23,487.83,0,"No","No","No",20.5,429.55,0.0
"BZVF-YEWPG",33.6,1848.0,5,"No","No","No",45.05,2462.6,0.0
"CABR-TKYTA",6.5,65.0,76,"No","Yes","Yes",85.95,858.6,0.0
"CALX-MKIUA",20.01,1220.61,12,"Yes","Yes","Yes",115.1,7008.15,0.0
"CAQT-ZAZIA",40.79,122.37,29,"No","No","No",49.15,169.05,0.0
"CATT-BUGIC",14.28,42.84,21,"No","Yes","Yes",85.3,264.8,0.0
"CAXC-OPBJK",44.38,2929.08,28,"Yes","Yes","No",110.6,7210.85,0.0
"CBBW-CFIGW",18.74,1011.96,16,"Yes","No","No",65.3,3512.9,0.0
"CBCP-SLQDS",16.83,791.01,12,"No","No","No",85.2,3969.35,0.0
"CBNK-OQALZ",12.85,385.5,0,"No","No","No",19.7,599.25,49.79
"CBSR-TGAVM",46.16,3323.52,14,"Yes","Yes","Yes",110.9,8240.85,0.0
"CBXO-RINYA",20.57,740.52,0,"No","No","No",19.2,702.9,0.0
"CCAH-DFLDI",16.75,1172.5,57,"No","No","No",66.0,4891.5,0.0
"CCCO-RUUNG",27.96,559.2,0,"No","No","No",20.35,393.15,0.0
"CCHE-OXJAW",0.0,0.0,82,"No","No","No",35.8,1782.0,0.0
"CCHQ-DHRVU",25.1,75.3,59,"Yes","No","Yes",89.85,244.45,0.0
"CCHX-MZLEK",32.5,650.0,52,"Yes","No","No",68.7,1416.2,0.0
"CCIE-YXDFK",21.37,149.59,21,"No","No","No",75.4,533.05,0.0
"CCMR-UWZGZ",12.61,453.96,0,"No","No","No",20.85,720.05,0.0
"CCNA-TMBJF",34.01,816.24,4,"No","No","No",58.35,1346.9,0.0
"CCNY-FMKZR",2.31,55.44,53,"No","No","No",56.25,1454.25,0.0
"CCPJ-BGKJQ",20.32,1402.08,56,"Yes","No","No",92.15,6480.9,0.0
"CCPZ-TITFY",14.83,993.61,24,"No","Yes","Yes",69.9,4615.9,0.0
"CCSJ-BWLDF",39.85,398.5,21,"No","No","No",75.75,777.3,0.0
"CCUK-OFDOE",43.19,2116.31,10,"No","Yes","Yes",81.35,4060.9,0.0
"CCUQ-POLOM",4.14,211.14,21,"Yes","Yes","Yes",94.0,4905.75,0.0
"CCXN-RNZKP",47.66,3431.52,19,"Yes","Yes","Yes",88.7,6301.7,0.0
"CDKV-GMKNB",6.7,361.8,16,"No","No","No",55.0,3092.65,0.0
"CDQD-JCEGV",27.17,1467.18,24,"Yes","No","No",89.8,4667.0,0.0
"CDSG-JLJOW",27.26,1935.46,12,"No","Yes","Yes",95.75,6849.4,0.0
"CDSO-GDEWG",30.66,1655.64,18,"No","No","No",84.4,4484.05,0.0
"CDZB-MKDTL",30.07,120.28,29,"No","No","No",44.55,220.75,0.0
"CDZI-WXXLY",0.0,0.0,17,"Yes","Yes","Yes",54.9,3045.75,0.0
"CDZJ-UCNTQ",48.35,193.4,24,"Yes","No","No",89.2,346.2,0.0
"CEIA-PEVSG",40.48,2469.28,20,"No","Yes","Yes",79.4,4820.55,0.0
"CEJO-OQVMT",42.81,2397.36,51,"Yes","No","No",85.6,4902.8,0.0
"CEKG-HYGPT",22.01,1584.72,5,"Yes","Yes","Yes",82.15,5784.3,0.0
"CEWM-TLNRU",41.18,2964.96,52,"No","Yes","Yes",104.9,7537.5,0.0
"CFAG-IDNVZ",7.51,135.18,24,"No","No","No",73.55,1359.45,0.0
"CFBU-KXHVB",47.5,2185.0,0,"No","No","No",19.4,967.85,0.0
"CFDM-ELMBT",33.47,2175.55,0,"No","No","No",19.85,1267.05,0.0
"CFFF-YYRPO",22.05,837.9,73,"Yes","Yes","Yes",81.0,3084.9,0.0
"CFHJ-JSOVP",30.17,30.17,6,"Yes","Yes","No",93.55,93.55,0.0
"CFNE-CPIOJ",26.84,295.24,15,"No","Yes","Yes",79.15,827.7,0.0
"CFOF-EEZAC",0.0,0.0,28,"No","No","No",40.6,2588.95,0.0
"CFPT-YNCXD",0.0,0.0,71,"Yes","Yes","Yes",47.95,305.1,0.0
"CFQN-TALYU",34.51,34.51,15,"No","No","No",69.6,69.6,0.0
"CFWO-JOFLI",26.41,26.41,26,"No","No","No",45.3,45.3,0.0
"CGEE-ZQWHC",3.08,212.52,20,"Yes","No","No",92.45,6460.55,0.0
"CGJU-QRXHN",45.76,2333.76,13,"No","No","No",69.15,3649.6,0.0
"CGNV-PAOMK",11.45,11.45,14,"No","No","No",69.95,69.95,0.0
"CGSG-ZMYOK",28.03,1205.29,0,"No","No","No",24.45,993.15,41.33
"CGSJ-RYZSM",49.8,547.8,0,"No","No","No",20.4,231.45,0.0
"CGTZ-MUVUQ",32.34,194.04,0,"No","No","No",20.65,109.3,0.0
"CGUG-QSGMY",30.88,648.48,15,"No","Yes","Yes",64.85,1336.8,0.0
"CGZT-YLGVW",11.58,11.58,15,"No","No","No",75.45,75.45,0.0
"CHFJ-LWUOQ",4.02,36.18,0,"No","No","No",19.9,164.6,0.0
"CHJP-MEDHZ",0.0,0.0,8,"No","No","No",25.15,476.8,0.0
"CHRD-UNUIE",39.82,1791.9,13,"Yes","Yes","Yes",78.75,3600.65,0.0
"CHUR-DQELZ",34.55,2383.95,19,"No","Yes","No",87.3,6055.55,0.0
"CHXE-BPBXR",31.86,254.88,59,"No","No","No",56.3,401.5,0.0
"CHYO-ZXIBW",0.0,0.0,7,"No","No","No",24.95,190.25,0.0
"CHZF-YLYQV",10.41,239.43,0,"No","No","No",19.65,478.1,0.0
"CIBZ-XVPOI",35.22,176.1,58,"No","No","Yes",75.55,413.65,0.0
"CIGC-NKHKA",23.7,1706.4,59,"No","Yes","Yes",90.8,6511.8,0.0
"CIHY-YKVWO",7.19,215.7,18,"No","No","No",90.4,2820.65,0.0
"CIMN-NHYTM",27.59,1876.12,27,"Yes","Yes","Yes",82.85,5776.45,0.0
"CIOO-IYTKE",45.15,541.8,0,"No","No","No",26.4,314.95,0.0
"CIOS-DAWCK",5.29,259.21,30,"No","No","No",59.6,2970.3,0.0
"CIRI-XHPRJ",25.54,306.48,27,"Yes","Yes","Yes",96.0,1062.1,0.0
"CIRR-BPYLP",0.0,0.0,85,"Yes","No","No",49.35,3321.35,0.0
"CISN-UOFWX",35.96,467.48,42,"No","Yes","Yes",84.6,1115.2,0.0
"CITS-BYOOM",5.42,10.84,0,"No","No","No",20.35,41.85,0.0
"CJAG-TJWEP",31.09,1616.68,28,"No","Yes","Yes",98.15,4993.4,0.0
"CJAZ-MYFQP",49.58,1685.72,16,"No","No","No",60.8,2042.05,0.0
"CJCO-KXUTN",41.57,1496.52,10,"No","No","No",74.9,2659.45,0.0
"CJHA-SRKIB",0.0,0.0,19,"No","No","No",45.05,2560.1,0.0
"CJKD-PGUER",35.42,247.94,3,"No","No","No",69.95,529.5,0.0
"CJKO-OCQVI",26.95,188.65,18,"No","No","No",76.45,503.6,11.05
"CJMA-GFPJE",12.8,12.8,5,"No","No","No",45.7,45.7,0.0
"CJMZ-CEPLK",33.45,1070.4,5,"Yes","Yes","Yes",74.75,2282.95,0.0
"CJNJ-VZJZF",18.26,54.78,29,"No","Yes","Yes",86.05,244.85,0.0
"CJQQ-ZPHRV",20.52,1354.32,10,"No","No","No",68.75,4447.55,0.0
"CJUA-YMKBA",39.04,156.16,0,"No","No","No",18.85,84.2,0.0
"CJUL-IXZYU",35.77,965.79,0,"No","No","No",20.25,538.2,0.0
"CJXC-BKQYP",41.16,246.96,10,"No","No","No",44.75,270.95,0.0
"CJZC-RGJRK",7.41,155.61,51,"No","No","No",60.25,1258.35,0.0
"CKFJ-EFSXK",16.14,177.54,8,"Yes","Yes","Yes",69.35,712.25,0.0
"CKGH-QLAKX",20.26,20.26,0,"No","No","No",24.05,24.05,0.0
"CKIY-CLVEF",0.0,0.0,13,"No","No","No",35.4,450.4,0.0
"CKLX-YHHDZ",38.33,38.33,24,"No","No","No",50.15,50.15,0.0
"CKSX-ONQZP",46.57,1816.23,0,"No","No","No",25.45,958.45,0.0
"CKUB-EMLFT",27.14,1764.1,26,"Yes","No","No",92.7,5968.4,0.0
"CKUR-WJXCM",0.0,0.0,9,"Yes","No","No",45.55,3027.25,0.0
